,,
30425,Buffon's Natural History· Volume II (of 10),Georges Louis Leclerc de Buffon
30426,Two Wars: An Autobiography of General Samuel G. French,Samuel Gibbs French
30427,The Lives of the Saints· Volume II (of 16): February,Sabine Baring-Gould
30428,Auguste Rodin,Rainer Maria Rilke
30429,The Little Glass Man and Other Stories,Wilhelm Hauff
30430,Mr. Dide· His Vacation in Colorado,Lewis B. France
30431,The History of the Confederate War· Its Causes and Its Conduct· Volume I (of 2),George Cary Eggleston
30432,Little Pilgrimages Among the Men Who Have Written Famous Books,E. F. (Edward Francis) Harkins
30433,Chronicles of England· Scotland and Ireland (3 of 6): England (6 of 9),Raphael Holinshed
30434,Don Winslow of the Navy,Frank V. Martinek
30435,Chronicles of England· Scotland and Ireland (3 of 6): England (5 of 9),Raphael Holinshed
30436,Our Little Czecho-Slovak Cousin,Clara Vostrovsky Winlow
30437,Redskin and Cow-Boy,G. A. (George Alfred) Henty
30438,Deadwood Dick Jr. Branded,Ed. L. Wheeler
30439,History of the Prophet Joseph by His Mother,Lucy Smith
30440,Lost and Hostile Gospels,Sabine Baring-Gould
30441,South America To-day,Georges Clemenceau
30442,The Curved Blades,Carolyn Wells
30443,The Old Maids' Club,Israel Zangwill
30444,The Knickerbocker· Vol. 10· No. 1· July 1837,Various
30445,The Story of the Munsters,Mrs Victor Rickard
30446,History of Company K of the 140th Regiment Pennsylvania Volunteers (1862-'65),Benjamin F. Powelson and Alexander Sweeney
30447,Wings Over the Rockies,Ambrose Newcomb
30448,A Desperate Game,John Maddison Morton
30449,The Sky Pilot's Great Chase,Ambrose Newcomb
30450,Bird Guide: Land Birds East of the Rockies,Chester A. (Chester Albert) Reed
30451,Twelve Years a Slave,Solomon Northup
30452,Beehive for Bairns· Vol. 2,Various
30453,Myths of the Cherokee,James Mooney
30454,Stolen Idols,E. Phillips (Edward Phillips) Oppenheim
30455,Charles Sumner; His Complete Works· Volume III (of 20),Charles Sumner
30456,Buffon's Natural History· Volume III (of 10),Georges Louis Leclerc· Comte de Buffon
30457,Beggars,W. H. (William Henry) Davies
30458,Vesper Talks to Girls,Laura Anna Knott
30459,The Lake of Lucerne,Joseph E. Morris
30460,Poems,Iris Tree
30461,Japan,Various
30462,Punch· or the London Charivari· Volume 107· October 6· 1894,Various
30463,Lady Penelope,Morley Roberts
30464,Mildred and Elsie,Martha Finley
30465,Jack Ballington· Forester,John Trotwood Moore
30466,The Ancient Cities of the New World,Désiré Charnay
30467,The Camp Fire Girls Amid the Snows,Margaret Vandercook
30468,The Mystery of the Downs,John R. Watson
30469,Girls New and Old,L. T. Meade
30470,Life and adventures of Frank and Jesse James,J. A. Dacus
30471,Pioneer Life Among the Loyalists in Upper Canada,W. S. Herrington
30472,Nan of the Gypsies,Grace May North
30473,Little Peter,Lucas Malet
30474,The Boy Scouts Along the Susquehanna,Herbert Carter
30475,Myth-Land,F. Edward Hulme
30476,A brief Journal of what passed in the City of Marseilles· while it was afflicted with the Plague· in the Year 1720,Pichatty de Croissainte
30477,Prison Poetry,Hiram Peck McKnight
30478,Punch· or the London Charivari· Volume 107· September 15· 1894,Various
30479,Flower Guide,Chester A. Reed
30480,Popular Amusements,J. T. Crane
30481,Tales of the Covenanters,Ellen Jane Guthrie
30482,Flying the Coast Skyways,Ambrose Newcomb
30483,Chronicles of England· Scotland and Ireland (3 of 6): England (7 of 9),Raphael Holinshed
30484,Gray youth,Oliver Onions
30485,The Wonder-Child,Ethel Turner
30486,My Mamie Rose,Owen Kildare
30487,Mr. Poskitt's Nightcaps,J. S. Fletcher
30488,Blackwood's Edinburgh Magazine· Vol. 68· No 422· December 1850,Various
30489,Friendship and Folly,Maria Louise Pool
30490,The adventures of Kimble Bent,James Cowan
30491,The Arrival of Jimpson,Ralph Henry Barbour
30492,Jack the Young Trapper,George Bird Grinnell
30493,The Mystery of Space,Robert T. Browne
30494,Blackwood's Edinburgh Magazine· Volume 66· No. 408· January 1849,Various
30495,Blackwood's Edinburgh Magazine· Volume 69· No. 423· January 1851,Various
30496,The Last American Frontier,Frederic L. (Frederic Logan) Paxson
30497,The Price She Paid,David Graham Phillips
30498,Mr. Punch on the Continong,Various
30499,Christianity and Problems of To-day: Lectures Delivered Before Lake Forest College on the Foundation of the Late William Bross,John Huston Finley
30500,Water Supply: the Present Practice of Sinking and Boring Wells,Ernest Spon
30501,The Life of Rossini,Henry Sutherland Edwards
30502,The Overland Guide-book,James Barber
30503,Spring notes from Tennessee,Bradford Torrey
30504,Montrose,Mowbray Morris
30505,Master Sunshine,Mrs. C. F. Fraser
30506,Punch's Almanack for 1890,Various
30507,Radiant Motherhood,Marie Carmichael Stopes
30508,A Leisurely Tour in England,James John Hissey
30509,Practical Cinematography and Its Applications,Frederick Arthur Ambrose Talbot
30510,The Life of Our Lord in Simple Language for Little Children,Anonymous
30511,Uncle Sam,Albert Mathews
30512,The Blocking of Zeebrugge,Alfred F. B. Carpenter
30513,Arundel,Edward Frederic Benson
30514,Jack· the Young Ranchman,George Bird Grinnell
30515,By order of the company,Mary Johnston
30516,Myths & Legends of Japan,F. Hadland (Frederick Hadland) Davis
30517,The Boy Aviators with the Air Raiders,Wilbur Lawton
30518,The Happy Average,Brand Whitlock
30519,Buffon's Natural History. Volume IV (of 10),Georges Louis Leclerc de Buffon
30520,Buffon's Natural History. Volume V (of 10),Georges Louis Leclerc de Buffon
30521,Buffon's Natural History. Volume VI (of 10),Georges Louis Leclerc de Buffon
30522,Some Persons Unknown,E. W. Hornung
30523,Famous Men and Great Events of the Nineteenth Century,Charles Morris
30524,The Chaplain of the Fleet,Walter Besant and James Rice
30525,Transactions of the American Society of Civil Engineers· Vol. LXX· December· 1910,American Society of Civil Engineers
30526,Ballades and Rondeaus· Chants Royal· Sestinas· Villanelles· etc·,Various
30527,A Popular Handbook to the National Gallery· Volume I· Foreign Schools,Various
30528,The Boy Scouts of Lakeville High,Leslie W. Quirk
30529,Contributions From the Museum of History and Technology,Ivor Noel Hume
30530,Up and Down,Edward Frederic Benson
30531,Joan of Arc,Laura E. Richards
30532,Catalogue of the Gallery of Art of The New York Historical Society,anonymous
30533,The Heart of the Wild,S. L. (Samuel Levy) Bensusan
30534,Learning to Be a Schoolmaster,Thomas R. Cole
30535,Climbing on the Himalaya and Other Mountain Ranges,Norman Collie
30536,Mr. Punch With Rod and Gun,Various
30537,A Change of Air,Anthony Hope
30538,Our Little Brazilian Cousin,Mary F. Nixon-Roulet
30539,Nellie's Housekeeping,Joanna Mathews
30540,London,Walter Besant
30541,ABC - Butter Making,Fredrick S. Burch
30542,The Burning Secret,Stefan Zweig
30543,Papers and Proceedings of the Thirty-fourth Annual Meeting of the American Library Association Held at Ottawa· Canada June 26-July 2· 1912,Various
30544,A Source Book in American History to 1787,Various
30545,The I.W.W.,Paul Frederick Brissenden
30546,Plays and Lyrics,Cale Young Rice
30547,Society· Manners and Politics in the United States,Michael Chevalier
30548,Games and Songs of American Children,Various
30549,The New England Historical & Genealogical Register· Vol. I.· No. 2· April 1847,Various
30550,Harper's New Monthly Magazine· Vol. V· No. XXV· June· 1852,Various
30551,Harper's New Monthly Magazine· Vol. V· No. XXIX.· October· 1852,Various
30552,In Byways of Scottish History,Louis A. Barb�
30553,Mr. Sweet Potatoes and Other Stories,Anonymous
30554,The Tatler· Volume Two,Various
30555,The International Magazine· Vol. IV. New-York· December 1· 1851. No. V.,Various
30556,Chats on Old Clocks,Arthur Hayden
30557,A Proclamation Declaring His Majesties Pleasure Concerning the Dissolving of the Present Convention of Parliament,King James I
30558,Ralph Denham's Adventures in Burma,George Norway
30559,Toy-Making in School and Home,Ruby Kathleen Polkinghorne and Mabel Irene Rutherford Polkinghorne
30560,The Sky Detectives,Ambrose Newcomb
30561,The Works of Aphra Behn· Volume VI,Aphra Behn
30562,Minstrelsy of the Scottish Border Volume III (of 3),Walter Scott
30563,The Washington Historical Quarterly· Volume V· 1914,Various
30564,Beaumont & Fletcher's Works (5 of 10): A Wife for a Month;,Francis Beaumont
30565,Beaumont & Fletcher's Works (6 of 10): The Queen of Corinth;,Francis Beaumont
30566,The Little Brown Jug at Kildare,Meredith Nicholson
30567,Gallery of Comicalities,Robert Cruikshank
30568,New York Times Current History: The European War· Vol. 8· Pt. 2· No. 1· July 1918,Various
30569,Their Majesties as I Knew Them,Xavier Paoli
30570,The German Classics of the Nineteenth and Twentieth Centuries· Volume 11,Friedrich Spielhagen
30571,A Battle Fought on Snow Shoes,Mary Cochrane Rogers
30572,Winged Wheels in France,Michael Myers Shoemaker
30573,In Vanity Fair,Eleanor Hoyt Brainerd
30574,London's Heart,B. L. (Benjamin Leopold) Farjeon
30575,Momus Triamphans: or· the Plagiaries of the English Stage (1688[1687]),Gerard Langbaine
30576,A Select Collection of Old English Plays; Originally Published by Robert Dodsley in the Year 1744; Fourth Edition,Various
30577,A Christmas Gift,N. P. Gravengaard
30578,Twenty-Six Years Reminiscences of Scotch Grouse Moors,William Alexander Adams
30579,Jose: Our Little Portuguese Cousin,Edith A. (Edith Augusta) Sawyer
30580,The Golden Book of the Dutch Navigators,Hendrik Willem van Loon
30581,Dreams and Dust,Don Marquis
30582,The House of Defence v. 1,E. F. Benson
30583,The House of Defence v. 2,E. F. Benson
30584,Knock Three Times!,Marion St. John Webb
30585,Elsie and Her Namesakes,Martha Finley
30586,Early English Dramatists--Recently Recovered  Lost  Tudor Plays with some others,Various
30587,Faust,J. Barbier
30588,A Glossary of Words used in the County of Wiltshire,George Edward Dartnell
30589,The Thrall of Leif the Lucky,Ottilie A. Liljencrantz
30590,Over Periscope Pond,Esther Sayles Root and Marjorie Crocker
30591,A Chesterton Calendar,G. K. Chesterton
30592,Insect Adventures,J. Henri Fabre
30593,John Leech's Pictures of Life and Character· Volume 3 (of 3),John Leech
30594,The Great Pestilence (A.D. 1348-9),Francis Aidan Gasquet
30595,The House on the Moor· v. 1/3,Mrs. Oliphant
30596,The House on the Moor· v. 2/3,Mrs. Oliphant
30597,The House on the Moor· v. 3/3,Mrs. Oliphant
30598,Cressy and Poictiers,John G. (John George) Edgar
30599,Bjoernstjerne Bjoernson,William Morton Payne
30600,Buffon's Natural History. Volume VII (of 10),Georges Louis Leclerc de Buffon
30601,Buffon's Natural History. Volume VIII (of 10),Georges Louis Leclerc de Buffon
30602,Balsamo· The Magician,Alexander Dumas
30603,Essays in Rationalism,Charles Robert Newman
30604,Social Comptabilism· Cheque and Clearing Service & Proposed Law,Ernest Solvay
30605,The Aeroplane,Claude Grahame-White and Harry Harper
30606,The Impossibilities of Anarchism,George Bernard Shaw
30607,Ways of War and Peace,Delia Austrian
30608,The ABC of Cooking,Adelin Balch Coit
30609,Dracula,Bram Stoker
30610,Mont-Saint-Michel and Chartres,Henry Adams
30611,The Ocean Wireless Boys on War Swept Seas,Wilbur Lawton
30612,The Erratic Flame,Ysabel de Teresa
30613,Writings in Connection with the Donatist Controversy,Aurelius Augustine
30614,Our Little Persian Cousin,E. Cutler Shedd
30615,Our Little Russian Cousin,Mary Hazelton Wade
30616,Spencer's Letters,Orson Spencer
30617,The Writings of Thomas Jefferson· Vol. I (of 9),Thomas Jefferson
30618,Ten Thousand Wonderful Things,Edmund Fillingham King
30619,God's Country--And the Woman,James Oliver Curwood
30620,Theism,Robert Flint
30621,Aristotle,George Grote
30622,Legends of the City of Mexico,Thomas A. Janvier
30623,The Lenape Stone,H. C. Mercer
30624,Patranas,R. H. Busk
30625,Danger; or Wounded in the House of a Friend,T. S. Arthur
30626,The 116th Battalion in France,E. P. S. Allen
30627,Through Arctic Lapland,Cutcliffe Hyne
30628,The Young Housekeeper's Friend,Mrs. (Mary Hooker) Cornelius
30629,The Spider's Web,Reginald Wright Kauffman
30630,Buffon's Natural History. Volume IX (of 10),Georges Louis Leclerc de Buffon
30631,Buffon's Natural History. Volume X (of 10),Georges Louis Leclerc de Buffon
30632,The Story of Doctor Johnson,S. C. (Sydney Castle) Roberts
30633,Finger Posts on the Way of Life,T. S. Arthur
30634,Gold· Gold· in Cariboo!,Clive Phillipps-Wolley
30635,A Fleet in Being,Rudyard Kipling
30636,Pretty Geraldine· the New York Salesgirl,Mrs. Alex. McVeigh Miller
30637,Reptiles and Birds,Louis Figuier
30638,The 'Ayesha' being the adventures of the landing squad of the 'Emden',Hellmuth von Muecke
30639,The Allen House,T. S. Arthur
30640,A Secret Inheritance  (Volume 1 of 3),B. L. (Benjamin Leopold) Farjeon
30641,A Secret Inheritance  (Volume 2 of 3),B. L. (Benjamin Leopold) Farjeon
30642,A Secret Inheritance (Volume 3 of 3),B. L. (Benjamin Leopold) Farjeon
30643,Time and Time-Tellers,James W. Benson
30644,English Coast Defences,George Clinch
30645,Dartmoor,Arthur L. Salmon
30646,Homes and haunts of the most eminent British poets· Vol. II (of 2),William Howitt
30647,Scott's Lady of the Lake,Walter Scott
30648,All's for the Best,T. S. Arthur
30649,William Gilbert· and Terrestial Magnetism in the Time of Queen Elizabeth,Silvanus P. Thompson
30650,Soldiering in North Carolina,Thomas Kirwan
30651,The Road to the Open,Arthur Schnitzler
30652,The World of Homer,Andrew Lang
30653,The Thread of Flame,Basil King
30654,Studies of Travel: Italy,Edward A. Freeman
30655,The White People,Frances Hodgson Burnett
30656,After the Storm,T. S. Arthur
30657,Record of Medals of Honor issued to the officers and enlisted men of the United States Navy· Marine Corps and Coast Guard· 1862-1923,U.S. Bureau of Naval Personnel
30658,Edmund Dulac's Picture-Book for the French Red Cross,Edmund Dulac
30659,Peggy Raymond's Way,Harriet Lummis Smith
30660,The Cathedral Towns and Intervening Places of England· Ireland and Scotland:,Thomas W. Silloway
30661,After a Shadow· and Other Stories,T. S. Arthur
30662,Legends of Saints & Sinners,Douglas Hyde
30663,The Vanishing of Betty Varian,Carolyn Wells
30664,Of Vulgarity,John Ruskin
30665,On Foreign Service,T. T. Jeans
30666,The Pacification of Burma,Sir Charles Haukes Todd Crosthwaite
30667,Origin of Cultivated Plants,Alphonse De Candolle
30668,Western Bird Guide,Chester A. (Chester Albert) Reed· Harry F. Harvey· and Rex I.
30669,Grif,B. L. (Benjamin Leopold) Farjeon
30670,Cast Adrift,T. S. Arthur
30671,Very Woman,Remy de Gourmont
30672,The Mahogany Tree,William Makepeace Thackeray
30673,The Voyage of the Deutschland ,Paul K�nig
30674,McClure's Magazine· Vol. XXXI· September 1908· No. 5,Various
30675,An American Girl in London,Sara Jeannette Duncan
30676,Bulldog Carney,W. A. Fraser
30677,Seets I' Paris,John Hartley
30678,Secrets of the Late Rebellion,J. R. Freese
30679,Rab and His Friends and Other Papers,John Brown
30680,Friends and Neighbors,Anonymous
30681,The Romance of Plant Life,G. F. Scott Elliot
30682,Wounded and a Prisoner of War,Malcolm V. (Malcolm Vivian) Hay
30683,The Gasoline Motor,Harold Whiting Slauson
30684,Romances of Old Japan,Yei Theodora Ozaki
30685,The History of the 51st (Highland) Division 1914-1918,Frederick William Bewsher
30686,Appletons' Popular Science Monthly· August 1899,Various
30687,Reliques of Ancient English Poetry· Volume I (of 3),Thomas Percy
30688,Home Lights and Shadows,T. S. Arthur
30689,Reliques of Ancient English Poetry· Volume II (of 3),Thomas Percy
30690,Reliques of Ancient English Poetry· Volume III (of 3),Thomas Percy
30691,Manpower,Lincoln Clarke Andrews
30692,Elsie Yachting with the Raymonds,Martha Finley
30693,ABC of Gardening,Eben Eugene Rexford
30694,Ten years in the ranks· U.S. army,Augustus Meyers
30695,Heart-Histories and Life-Pictures,T. S. Arthur
30696,Ancient Society,Lewis Henry Morgan
30697,Monk,Julian Corbett
30698,The Evolution of Old Testament Religion,W. E. Orchard
30699,Charles Sumner; his Complete Works· v. 4-20,Charles Sumner
30700,ABC of Electricity,William Henry Meadowcroft
30701,Garden Pests in New Zealand,D. Miller
30702,Indo-China and Its Primitive People,Henry Baudesson
30703,Open That Door!,Robert Sturgis Ingersoll
30704,Unknown to History,Charlotte M. Yonge
30705,A Naval Venture,T. T. Jeans
30706,South America Observations and Impressions,James Bryce
30707,The Organism as a Whole,Jacques Loeb
30708,Mildred at Home,Martha Finley
30709,Day and Night Stories,Algernon Blackwood
30710,The Art of the Book,Bernard H. Newdigate
30711,Eclectic School Readings: Stories from Life,Orison Swett Marden
30712,Italian Alps,Douglas William Freshfield
30713,Trackers of the Fog Pack,Ambrose Newcomb
30714,Ken Ward in the Jungle,Zane Grey
30715,The Little Lame Prince and His Travelling Cloak,Dinah Maria Mulock
30716,My Country,Marie· Queen of Rumania
30717,The Grapes of New York,U. P. Hedrick
30718,The Story of Creation as told by Theology and by Science,T. S. Ackland
30719,Rowlandson the Caricaturist. First Volume,Joseph Grego
30720,Rowlandson the Caricaturist. Second Volume,Joseph Grego
30721,The Boy Allies in the Baltic,Robert L. Drake
30722,To Nuremberg and Back,Amy Neally
30723,Novum Organum,Francis Bacon
30724,Grace Harlowe's Overland Riders in the High Sierras,Jessie Graham Flower
30725,The Small House at Allington,Anthony Trollope
30726,Bobby Blake on the School Nine,Frank A. Warner
30727,The Boy Aviators on Secret Service,Wilbur Lawton
30728,Darwinism and Race Progress,John Berry Haycraft
30729,Bohemia under Hapsburg Misrule,Various
30730,Our Little Cossack Cousin,F. A. Postnikov
30731,Our Little Porto Rican Cousin,Mary Hazelton Wade
30732,Louis Spohr's Autobiography,Louis Spohr
30733,Peru in the Guano Age,Alexander James Duffield
30734,A Christmas Carol,Charles Dickens
30735,The Dawn of a To-morrow,Frances Hodgson Burnett
30736,A Hazard Of New Fortunes,William Dean Howells
30737,A Parody on Iolanthe,D. Dalziel
30738,Motor tours in Yorkshire,Mrs. Rodolph Stawell
30739,Neighbors Unknown,Charles G. D. Roberts
30740,Red Fox,Charles G. D. Roberts
30741,Our Young Aeroplane Scouts in Russia,Horace Porter
30742,The Room with the Tassels,Carolyn Wells
30743,The Privy Purse Expenses of King Henry VIII from November MDXXIX· to December MDXXXII,Nicholas Harris Nicolas
30744,Elsie's Journey on Inland Waters,Martha Finley
30745,The Moving Picture Boys and the Flood,Victor Appleton
30746,Famous American Belles of the Nineteenth Century,Virginia Tatnall Peacock
30747,The Finished Mystery,Charles Taze Russell
30748,Indian Birds,Douglas Dewar
30749,Loyola and the Educational System of the Jesuits,Thomas Hughes
30750,Capitals of the Northlands,Ian C. Hannah
30751,The Kingdom of God Is Within You,graf Leo Tolstoy
30752,The Gayton Scholarship,Hebert Hayens
30753,The Garden of Swords,Max Pemberton
30754,Charities and the Commons: The Pittsburgh Survey· Part II: The Place,Various
30755,Virginia's Attitude Toward Slavery and Secession,Beverley B. Munford
30756,The Khaki Boys at Camp Sterling,Josephine Chase
30757,Leaves from My Journal,Wilford Woodruff
30758,Charities and the Commons: The Pittsburgh Survey· Part I: The People,Various
30759,In the Wilderness,Robert Hichens
30760,Vitus Bering: the Discoverer of Bering Strait,Peter Lauridsen
30761,Gibraltar,Henry M. Field
30762,A Spring Walk in Provence,Archibald Marshall
30763,Shinto,W. G. (William George) Aston
30764,Dynamite Stories,Hudson Maxim
30765,The Clique of Gold,Emile Gaboriau
30766,The Kindred of the Wild,Charles G. D. Roberts
30767,The Christian Hymn Book,Various
30768,Our Little Arabian Cousin,Blanche McManus
30769,Vasco· Our Little Panama Cousin,H. Lee M. Pike
30770,A Little Change,Sydney Grundy
30771,The Boy Allies on the North Sea Patrol,Robert L. Drake
30772,Sonia Between two Worlds,Stephen McKenna
30773,Tales and Legends of the Tyrol,A. von Guenther
30774,The Turned-About Girls,Beulah Marie Dix
30775,Twos and Threes,G. B. Stern
30776,Basil,Wilkie Collins
30777,The Relations between the Laws of Babylonia and the Laws of the Hebrew Peoples,C. H. W. Johns
30778,South American Jungle Tales,Horacio Quiroga
30779,ABC of Vegetable Gardening,Eben Eugene Rexford
30780,The Boy Allies with the Terror of the Seas,Clair W. (Clair Wallace) Hayes
30781,Among the Birds in Northern Shires,Charles Dixon
30782,Our Little Quebec Cousin,Mary S. Saxe
30783,The Relentless City,Edward Frederic Benson
30784,Two Tragedies of Seneca,Lucius Annaeus Seneca
30785,The Adopting of Rosa Marie,Carroll Watson Rankin
30786,It Is Never Too Late to Mend,Charles Reade
30787,Of the Injustice of Counterfeiting Books,Emanuel Kant
30788,The Classic Myths in English Literature and in Art (2nd ed.) (1911),Charles Mills Gayley
30789,Manual of Taxidermy,Charles Johnson Maynard
30790,How To Ski and How Not To,Vivian Caulfeild
30791,Vanished Halls and Cathedrals of France,George Warton Edwards
30792,Love Me Little· Love Me Long,Charles Reade
30793,Lausanne,Francis Henry Gribble
30794,Motor Matt; or· The King of the Wheel,Stanley R. Matthews
30795,Sebastian Bach,Reginald Lane Poole
30796,The Judgment Books,Edward Frederic Benson
30797,The Senses and The Mind,Anonymous
30798,Evolution in Art,Alfred C. Haddon
30799,Tom Swift in Captivity,Victor Appleton
30800,Earliest Years at Vassar,Frances A. Wood
30801,The Secret Life ,Elizabeth Bisland
30802,The Boy Allies with Pershing in France,Clair W. (Clair Wallace) Hayes
30803,Drawings of Rossetti,T. Martin Wood
30804,Stories of Exile,Various
30805,The Letters of Horace Walpole· Volume 1,Horace Walpole
30806,Lancashire Sketches,Edwin Waugh
30807,The Octoroon,Dion Boucicault
30808,A Little Pilgrimage in Italy,Olave M. (Olave Muriel) Potter
30809,Secrets of the Sword,Cesar Lecat de Bazancourt
30810,The Romance of Modern Mechanism,Archibald Williams
30811,Private Journal of Henry Francis Brooke,Henry Francis Brooke
30812,Sonia Married,Stephen McKenna
30813,Trooper Bluegum at the Dardanelles,Oliver Hogue
30814,In the Name of Liberty,Owen Johnson
30815,The Vitality of 'Mormonism',James E. Talmage
30816,The Quest of the Golden Girl,Richard le Gallienne
30817,The Letters of Horace Walpole· Volume 2,Horace Walpole
30818,An American Girl in Munich,Mabel W. Daniels
30819,Germany's Vanishing Colonies,Gordon Le Sueur
30820,The Girl in Industry,D. J. Collier
30821,The Story of The Atlantic Cable,Charles Bright
30822,The Scottish Parliament,Robert S. (Robert Sangster) Rait
30823,The German Lieutenant and Other Stories,August Strindberg
30824,The Playwork Book,Ann Macbeth
30825,Gudrun,Mary Pickering Nichols
30826,Where No Fear Was,Arthur Christopher Benson
30827,Early Western Travels 1748-1846· Volume XVIII,Various
30828,Typesetting,A. A. Stewart
30829,Canada in Flanders· Volume I (of 3),Lord Max Aitken Beaverbrook
30830,Canada in Flanders· Volume II (of 3),Lord Max Aitken Beaverbrook
30831,Canada in Flanders· Volume III (of 3),Charles G. D. Roberts
30832,The Dreadnought of the Air,Percy F. Westerman
30833,The Religion of Ancient Scandinavia,Sir William Alexander Craigie
30834,The Valkyries,Edward Frederic Benson
30835,The Altar Fire,Arthur Christopher Benson
30836,Comic Arithmetic,Anonymous
30837,Henry Ford's Own Story,Rose Wilder Lane
30838,The Story of the Pullman Car,Joseph Husband
30839,Belle Powers' Locket,Joanna Mathews
30840,The Copperhead,Harold Frederic
30841,Pablo de Segovia· the Spanish Sharper,Francisco de Quevedo
30842,The Motor Boys Over the Ocean,Clarence Young
30843,Perseverance Island,Douglas Frazar
30844,The Data of Ethics,Herbert Spencer
30845,At Large,Arthur Christopher Benson
30846,Locke,Thomas Fowler
30847,The Adventures of Captain John Patterson with Notices of The Officers &c. of the 50th or Queen's Own Regiment from 1807 to 1821,John Patterson
30848,The Wars of the Roses,John G. Edgar
30849,Garden Cities of To-Morrow,Ebenezer Howard
30850,History of the Fan,George Woolliscroft Rhead
30851,A Rough Diamond,John Baldwin Buckstone
30852,The Autobiography of a Clown,Isaac Frederick Marcosson
30853,From a College Window,Arthur Christopher Benson
30854,Myths of the Iroquois. (1883 N 02 / 1880-1881 (pages 47-116)),Erminnie A. Smith
30855,Experiments and Observations on the Following Subjects,Thomas Henry
30856,Six Cups of Coffee,Maria Parloa
30857,The Book of Princes and Princesses,Leonora Blanche Lang
30858,The Riverpark Rebellion,Homer Greene
30859,The Child in the Midst,Mary Schauffler Labaree
30860,Mediaeval Heresy and the Inquisition,A. S. Turberville
30861,The Upton Letters,Arthur Christopher Benson
30862,Famous Days in the Century of Invention,Gertrude L. Stone
30863,India Under British Rule,James Talboys Wheeler
30864,The Last Ditch,Will Levington Comfort
30865,The Notting Hill Mystery,Charles Felix
30866,The Fantastic Clan,John James Thornber
30867,The Maid of Sker,Richard Doddridge Blackmore
30868,Tea and Tea Drinking,Arthur Reade
30869,Two in a Zoo,Curtis Dunham
30870,Lessons in Life· For All Who Will Read Them,T. S. Arthur
30871,Malaeska,Ann S. Stephens
30872,By Forest Ways in New Zealand,F. A. Roberts
30873,The Book of Daniel Unlocked,W. S. Auchincloss
30874,History of the Zulu War,A. Wilmot
30875,British Royal Proclamations Relating to America 1603-1783,Various
30876,Experiments and Observations Tending to Illustrate the Nature and Properties of Electricity,William Watson
30877,Fishing with Floating Flies,Samuel G. Camp
30878,Woman's Trials,T. S. Arthur
30879,Fathers of Men,E. W. Hornung
30880,Florida Caverns State Park,Robert O. Vernon
30881,A Tale of the Tow-Path,Homer Greene
30882,Tourmalin's Time Cheques,F. Anstey
30883,The History of the Confederate War· Its Causes and Its Conduct· Volume II (of 2),George Cary Eggleston
30884,The Knights of the Round Table,William Henry Frost
30885,Flower of the Gorse,Louis Tracy
30886,Two Years and Four Months in a Lunatic Asylum,Hiram Chase
30887,Words for the Wise,T. S. Arthur
30888,The Forty-third regiment United States Colored Troops,Jeremiah Marion Mickley
30889,The Devil,Ferenc Molnar
30890,Germany in War Time,Mary Ethel McAuley
30891,Letters from the Holy Land,Elizabeth Butler
30892,Elsie's Young Folks in Peace and War,Martha Finley
30893,Words of Cheer for the Tempted· the Toiling· and the Sorrowing,T. S. Arthur
30894,Stories of Robin Hood,Bertha E. Bush
30895,Fighting Without a War,Ralph Albertson
30896,The Pan-German Programme,Various
30897,An Accidental Honeymoon,David Potter
30898,Starved Rock,Edgar Lee Masters
30899,Conquest,Marie Carmichael Stopes
30900,Sketch of the History of the Knights Templars,James Burnes
30901,The Errand Boy,Horatio Alger
30902,The Wedding Guest,T. S. Arthur
30903,Plowing On Sunday,Sterling North
30904,A New Witness for God (Volume 1 of 3),B. H. Roberts
30905,Jack Among the Indians,George Bird Grinnell
30906,Ford Manual (1919),Ford Motor Company
30907,A Vision of Venus,Harry Pleon
30908,A Voice from Jerusalem,Orson Hyde
30909,Concord Days,A. Bronson Alcott
30910,The Two Wives,T. S. Arthur
30911,The Retreat from Mons,Anonymous
30912,The Covenant of Salt,Henry Clay Trumbull
30913,The Battles in Flanders From Ypres to Neuve Chapelle,Edmund Dane
30914,Carriages & Coaches,Ralph Straus
30915,The Romantic Lady,Michael Arlen
30916,An Unsinkable Titanic,John Bernard Walker
30917,Trials and Confessions of a Housekeeper,T. S. Arthur
30918,Mothwise,Knut Hamsun
30919,Items on the Priesthood presented to the Latter-day Saints,John Taylor
30920,The Fantasy Fan September 1933,Various
30921,Niobe· All Smiles,Harry Paulton and Edward A. (Edward Antonio) Paulton
30922,The Life and Times of Col. Daniel Boone· Hunter· Soldier· and Pioneer,Edward Sylvester Ellis
30923,It Never Can Happen Again,William De Morgan
30924,The Life of George Stephenson and of his Son Robert Stephenson,Samuel Smiles
30925,The Son of My Friend,T. S. Arthur
30926,Our Little Austrian Cousin,Florence E. Mendel
30927,The Boy's Book of New Inventions,Harry E. Maule
30928,With the Black Prince,William Osborn Stoddard
30929,Guingamor· Lanval· Tyolet· Bisclaveret,Marie De France
30930,The Red Widow,William Le Queux
30931,The Romance of Book-Collecting,J. H. Slater
30932,Mazes and Labyrinths,W. H. Matthews
30933,A Modest Meane to Mariage,Clarke Erasmus Roterodamus
30934,Off-Hand Sketches,T. S. Arthur
30935,Chains,Elizabeth Baker
30936,Some Notes on Early Woodcut Books· with a Chapter on Illuminated Manuscripts,Willam Morris
30937,Divine Authority,Orson Pratt
